Perguntas,Respostas
 Crianças podem tomar a vacina contra a gripe a partir de qual idade?,A partir dos 6 meses de idade.
 Posso passar álcool gel na mão de recém-nascidos e crianças?,"As crianças podem ter suas mãos higienizadas com álcool gel 70%, sim, porém deve-se prestar atenção para eles não levarem a mão aos olhos ou à boca até o produto evaporar."
 Quais devem ser os cuidados com os bebês?,"Sempre manipular os bebês com as mãos limpas (lavar com água e sabão ou álcool gel antes e depois de mexer no bebê). Se a mãe e/ou a cuidadora estiverem com sintomas gripais, verificar a possibilidade de outra pessoa realizar os cuidados com a criança. E na ausência desta possibilidade, reforçar a prática de higiene das mãos e usar máscara cirúrgica quando manipular a criança."
" Para bebês, visitas da família podem acontecer normalmente?","Não, neste momento sugerimos fortemente que seja praticado o isolamento social. Visitas não devem ser encorajadas."
 Como ajudar adultos e crianças com o transtorno do espectro autista?,"Se você está cuidando de uma criança ou membro da família com o transtorno do espectro autista, é importante conversar com eles sobre o novo coronavírus para garantir que eles tenham as informações necessárias.Lembre-se de que as mudanças nas rotinas diárias podem causar grande ansiedade. Você pode apoiá-los, no entanto, para facilitar o impacto de qualquer alteração, seja devido ao autoisolamento ou devido ao fechamento de eventos, locais de trabalho ou escolas.Se possível, ajude-os a salvaguardar suas rotinas. Mantenha uma rotina diária em casa. Crie um cronograma visual com a nova rotina adotada.É verdade que crianças e jovens precisam de estímulo estruturado e contínuo. Busque em conjunto com a equipe de terapeutas formas de atendimento remoto, se possível.E vale a pena reforçar: intensifique as práticas de higiente!"
" Uma vez que a criança seja diagnosticada com o novo coronavírus, é recomendável que um dos pais ou responsáveis se isolem para não correr o risco de os dois pegarem ao mesmo tempo?","É muito importante evitar visitas de outros familiares para a criança com diagnóstico de novo coronavírus, principalmente os idosos e portadores de doenças crônicas. Se for possível, a criança deve permanecer em um quarto isolado, recebendo refeições neste quarto, usando máscara cirúrgica quando estiver mais próximo de algum familiar na casa, evitando abraços e beijos. Se a criança não puder usar máscara cirúrgica, os pais devem utilizá-la quando estiverem a menos de 2 metros de distância. Sabemos que é muito difícil seguir estas recomendações, mas é importante. Reforçamos também a prática de higiene das mãos após contato com a criança e as superfícies."
" Se a grande maioria das crianças é assintomática, como saber se um nariz escorrendo ou uma febre abaixo de 38ºC pode ser o novo coronavírus? Preciso realizar o teste no meu filho?","É muito importante consultar o pediatra da criança para compartilhar os sinais e sintomas de uma suspeita para a tomada de decisão. Lembrando que temos outros vírus respiratórios, além do novo coronavírus. Atualmente, devido à escassez do teste, existe a priorização para pacientes internados com certa gravidade, não havendo necessidade do teste em sintomas leves."
 Como lidar com crianças durante o isolamento social?,"É importante informar as crianças utilizando uma linguagem simples, de acordo com sua idade e nível de compreensão. Elas precisam entender o cenário atual para conseguir lidar melhor com o fato de não poderem sair de casa e ver seus amigos e avós, por exemplo. Se tiverem preocupações ou questionamentos, deixem que expressem seus sentimentos, isso pode ajudar a diminuir a ansiedade.É importante que os pais mantenham uma rotina para as crianças em que consigam organizar melhor seu tempo entre estudar, ajudar nas demandas da casa e brincar. Este é um momento para ensinar sobre consciência social.Este momento de pandemia e isolamento social deixa as pessoas mais ansiosas, mas também pode ser uma oportunidade de maior convivência entre pais e filhos, podendo resgatar relações que no dia a dia se perdem pela correria e pelas demandas eletrônicas. Invente brincadeiras, faça videochamadas com os avós, conheça melhor as necessidades de seus filhos."
 Devo cancelar a minha viagem?,No momento não é recomendado viajar ao exterior.
 Viagens nacionais estão liberadas?,"Sim. Neste momento não há qualquer restrição para viagens nacionais, mesmo assim sugerimos que você reveja a necessidade de viajar e a possibilidade de adiar a viagem ou mesmo cancelar se não for muito importante. Evitar aglomerações de pessoas, como aeroportos e aviões, é essencial."
 Voos com escalas devem ser evitados?,"Sim, escalas nos países com maior risco de contaminação (países nível 3) devem ser evitadas. Caso não possa evita-las, não saia do aeroporto e preste atenção à higiene das mãos."
 Qual é o risco de contaminação pelo novo coronavírus em um avião?,"Por conta da circulação do ar e a forma como ele é filtrado nos aviões, a maioria dos vírus e outros microrganismos não se espalham facilmente. Apesar de o risco de infecção ser baixo, viajantes devem tentar evitar contato com passageiros doentes e higienizar as mãos com sabonete e água por pelo menos 40 a 60 segundos ou álcool gel 70% por pelo menos 20 a 30 segundos."
 O que são os casos “importados” da COVID-19?,"São os casos nos quais a infecção ocorre em outras regiões/países do local em que o paciente é diagnosticado. Por exemplo: a pessoa foi infectada na Itália, mas a doença foi “descoberta”,  por meio do exame realizado no Brasil. Dessa maneira, não há transmissão local."
 O que são os casos locais (autóctones)?,"São os casos transmitidos e adquiridos dentro do território onde a confirmação é realizada. Exatamente o que está ocorrendo no Brasil: pacientes, que não estiveram em nenhum país com registro da doença, mas tiveram contato com outro paciente infectado que trouxe o vírus de fora do país. Isso quer dizer que há transmissão local do novo coronavírus – algo já esperado."
 O que é a transmissão sustentada ou comunitária?,"É a transmissão que ocorre entre pessoas que não viajaram e nem tiveram contato com pessoas que estiveram no exterior (países com registro da doença). Este tipo de transmissão já esta ocorrendo no Brasil e o número de casos a partir de agora deve se elevar de forma exponencial (ou seja, muito rapidamente)."
 O que muda com a transmissão local? O risco aumenta? ,"A confirmação de transmissão local indica a possibilidade do vírus disseminar na população. As chances de contaminação aumentam. As medidas de prevenção e controle são as mesmas: principalmente manter a higiene das mãos com sabonete e água por pelo menos 40 a 60 segundos ou álcool gel 70% por pelo menos 20 a 30 segundos e adotar uma “etiqueta respiratória”, cobrindo com o antebraço o nariz e a boca ao tossir e espirrar."
 As medidas de proteção mudam agora que temos a confirmação de transmissão local? ,"Sim, diversas medidas estão sendo tomadas pelo Ministério da Saúde em conjunto com as secretarias de Estado da saúde. No Rio de Janeiro e São Paulo, por exemplo, as aulas escolares foram suspensas, bem como as aulas de cursos superiores. Em São Paulo estão proibidos eventos com aglomerações maiores que 500 pessoas. A medida que a epidemia avança, outras medidas protetivas podem ser tomadas a qualquer momento."
 O nível de alerta para o Brasil mudou?,"Sim. Em 12 de março, o nível de alerta foi elevado para emergência em saúde pública de importância nacional."
 Idosos são um grupo de risco: qual o principal motivo? Doenças associadas?,"Os idosos em geral são grupos de risco para doenças infecciosas de qualquer etiologia, o envelhecimento do sistema imune é sua principal razão. No caso da COVID-19, foi identificado que pacientes diabéticos e hipertensos têm uma maior chance de evoluir com doença mais grave - o motivo ainda é investigado."
" Tenho um idoso em casa: devo deixá-lo, mesmo sem qualquer sintoma, em isolamento social preventivo?","Sim, o contato com o idoso deve diminuir, fundamentalmente se você não consegue cumprir o isolamento. As pessoas que saem do domicilio e retornam podem efetivamente trazer a COVID-19 para dentro de casa."
 Tenho um idoso em casa: quais são os principais cuidados?,"Mantê-lo longe do contato com crianças e adolescentes (chance maior de serem pacientes sem sintomas), e evitar que saiam e frequentem aglomerações de pessoas, como reuniões de idosos, shopping centers, supermercados etc."
 Tenho um idoso em casa: devo vaciná-lo contra a gripe?,Com certeza você deve vaciná-lo contra gripe. Idosos são grupo de risco também para a  infecção pelo influenza e devem ser protegidos por meio da vacina.
 Fui confirmado com a COVID-19: após os 14 dias de isolamento posso ter contato com idosos? ,"Alguns estudos demonstraram a eliminação do vírus por tempo superior aos 14 dias, porém sua capacidade infectante não pode ser demonstrada. Assim, caso seja possível mantenha distância dos idosos por mais 2 semanas."
" Já tive Covid-19, confirmada por teste de sangue em laboratório (IgG). Tenho mais de 60 anos. Devo continuar trabalhando?","É importante consultar a Medicina do Trabalho a fim de obter informações sobre o termo de volta ao trabalho, pois cada empresa possui a sua política de manejo de colaboradores.Ressaltamos, porém, que é importante para o retorno ao trabalho: estar assintomático por pelo menos 72 horas após 14 dias do início dos sintomas, sem uso de antitérmicos e continuar seguindo as recomendações governamentais de utilização de máscaras, já que até o momento não temos a certeza de que a imunidade seja permanente."
 A internação é necessária para todo caso positivo para o teste da COVID-19?,"Há critérios bem definidos e embasados pela literatura científica que determinam os sinais e sintomas que indicam necessidade de internação conhecido como Síndrome Respiratória Aguda Grave. A internação deve ser definida pela sua equipe médica, mas é indicada para pacientes com febre e sinais/sintomas respiratórios que apresentem agravamento dos sintomas, como insuficiência respiratória aguda ou sepse, ou que tenham exame de imagem radiológica sugestiva de pneumonia."
 Tenho um caso confirmado em casa: quais são os principais cuidados para evitar a contaminação de outras pessoas?,"A pessoa com COVID-19 confirmado deve permanecer em quarto preferencialmente com banheiro separado. Quando conviver com as demais pessoas da casa, deve usar máscara protetora (do tipo cirúrgica, simples), manter as mãos bem limpas e de preferência com álcool gel e praticar a etiqueta respiratória.
Minimizar o contato com os outros moradores da residência
Não dividir utensílios e aparelhos eletrônicos de uso pessoal
Higiene constante do ambiente e das mãos
Respeitar as recomendações médicas de isolamento e não sair de casa
Minimizar o contato com os outros moradores da residênciaNão dividir utensílios e aparelhos eletrônicos de uso pessoalHigiene constante do ambiente e das mãosRespeitar as recomendações médicas de isolamento e não sair de casa"
 Idosos e crianças podem permanecer em casa com um caso da COVID-19 confirmado e em isolamento?,"Preferencialmente não devemos manter pessoas saudáveis no mesmo ambiente com um paciente infectado pelo novo coronavírus, em especial os idosos, visto que são o principal grupo de risco da doença."
" Tenho um caso confirmado em casa: uso louça e talheres descartáveis? Como eu faço para descontaminar louças, talheres etc?","Não é obrigatório o uso de talheres, pratos e copos descartáveis. A limpeza com água e sabão é suficiente para eliminar o vírus da superfície dos utensílios. Lavadoras automáticas também fazem essa função."
 Tenho um caso confirmado em casa: como lavar a roupa dessa pessoa?,"Em máquina de lavar comum. A lavagem no tanque também permanece sem alterações. Deve-se evitar sacudir as roupas em ambientes fechados, evitando assim a disseminação de partículas."
  Tenho um caso confirmado em casa: devo deixar as janelas sempre abertas?,"Sim, se possível deixe as janelas sempre abertas durante o dia e enquanto houver pessoas transitando pelos cômodos comuns, por vezes, manter a janela aberta a noite não é opção e não precisa ser feito, porém tão logo as pessoas acordem, abra novamente as janelas. Na maioria das casas isso criará uma corrente de ar, que é suficiente para carregar partículas maiores e menores do ambiente, como aquelas produzidas pela fala e tosse."
" Tenho um caso confirmado em casa: como descartar corretamente o lixo produzido por essa pessoa? Há riscos, por exemplo, em restos de comida, papel higiênico etc.?","O lixo deve ser descartado como lixo comum, desde que embalado em recipiente apropriado e fechado. Recomenda-se não deixar os resíduos acumularem."
 Tive contato com alguém com suspeita/caso confirmado da doença. Devo coletar exames?,"Caso você não tenha sintomas, não se desespere. Não há necessidade de fazer exames. Procure um serviço de saúde somente se apresentar sintomas, como febre (37,8ºC) e/ou tosse, dor de garganta, coriza, mal-estar e principalmente falta de ar.Lembre-se: a febre pode não estar presente em jovens, idosos, imunossuprimidos, que são as pessoas com o sistema imunológico (de defesa do organismo) debilitado, como transplantados e pacientes com câncer, ou mediante o uso de medicamentos para ""baixar"" a febre."
