pergunta_um,pergunta_dois
"O que posso comer antes da minha colonoscopia? Disseram-me líquidos claros, mas o que isso significa? O café não está claro, mas eles disseram que eu posso comer. Que tal suco de laranja ou refrigerante?","Estou preocupado com a colonoscopia, vai ser muito desconfortável? Conheço o preparo antes do procedimento e planejo não comer depois do jantar da noite anterior. Preciso saber mais alguma coisa sobre o procedimento?"
O que alguém pode fazer para doenças cardíacas?,As doenças cardíacas são fatais?
O que alguém pode fazer para doenças cardíacas?,"Acho que sou hipocondríaco e estou sempre preocupado com doenças do coração. Só queria saber se posso fazer algo para evitar doenças cardíacas e, se tiver alguma doença cardíaca, posso cuidar disso em casa?"
O que faz uma garota de 17 anos sentir dor e também uma sensação de bolhas estourando acima da região do umbigo?,"Eu sou uma garota saudável de 17 anos, mas nos últimos 2-3 dias, tenho sentido uma dor surda ao redor do umbigo e há uma sensação estranha como se algumas bolhas estivessem aparecendo acima da área do meu umbigo. Eu me pergunto qual poderia ser a causa disso?"
O que faz uma garota de 17 anos sentir dor e também uma sensação de bolhas estourando acima da região do umbigo?,"Minha filha tem 17 anos e ontem fomos ver seu médico para dor perto da área do umbigo e seu médico apenas mencionou que pode ser um gás aprisionado que pode ser responsável pela dor e sensação de bolhas / estalos. Ela não deu nenhum remédio e minha filha continua com o mesmo desconforto, mas não é tão ruim. Você tem alguma recomendação para ela?"
Que efeitos posso esperar da quimioterapia com velcade (bortezomibe)?,Existem opções melhores de quimioterapia além do velcade?
Que efeitos posso esperar da quimioterapia com velcade (bortezomibe)?,Quais são alguns efeitos colaterais comuns que são esperados com a quimioterapia Velcade?
E se a ejaculação retardada for devido a razões psicológicas? Existe algum tratamento,Como os médicos concluem que o atraso no cálculo é devido a razões psicológicas?
E se a ejaculação retardada for devido a razões psicológicas? Existe algum tratamento,"Tive a ejaculação retardada, pelo que fui fazer um exame e todos os resultados dos testes deram negativos. Ainda não vi meu médico para discutir os resultados, mas liguei para seu consultório e a enfermeira me disse que eu poderia ter atrasado a ejaculação devido a causas psicológicas. Se for esse o caso, existe algum tratamento para isso?"
O que é um sopro cardíaco funcional e quais precauções devem ser tomadas com ele?,"Minha amiga foi diagnosticada com um sopro cardíaco finccional, estou muito preocupada com ela .. Pode me ajudar a entender o que é, o que causa e é fatal? Lamento por tantas perguntas, mas também quero saber se meu amigo precisa tomar alguns cuidados."
O que é um sopro cardíaco funcional e quais precauções devem ser tomadas com ele?,"Quais investigações são necessárias para diagnosticar o sopro cardíaco funcional? Tenho anemia e às vezes posso sentir que meu batimento cardíaco está irregular. Você, eu acho que preciso me preocupar ou ver um médico?"
Qual é a definição ou descrição de: hifema?,Você pode me ajudar a entender mais sobre o hifema?
Qual é a definição ou descrição de: hifema?,Como o hifema é geralmente tratado?
Qual é a expectativa de vida de alguém com doença mista do tecido conjuntivo?,Como a doença mista do tecido conjuntivo é diagnosticada? Quais são algumas complicações dessa doença que podem afetar a expectativa de vida desses pacientes?
Qual é a expectativa de vida de alguém com doença mista do tecido conjuntivo?,"Meu avô tem doença mista do tecido conjuntivo, eu realmente o amo muito .. Esta é uma condição ameaçadora de vida? Se sim, qual é a expectativa de vida média de pacientes com doença conectiva mista?"
Qual é o prognóstico e o melhor tratamento da TVP com ep?,"Estou tendo dores no peito e estou preocupada que possa ser EP. No ano passado fui diagnosticado com TVP, por isso tenho medo de que possa ser EP. Por favor ajude!"
Qual é o prognóstico e o melhor tratamento da TVP com ep?,Estou preocupado por ter TVP e vou consultar meu médico. Só quero saber como a TVP pode ser tratada e se houver EP devido à TVP é fatal?
O que é esta doença rara chamada porfiria?,Estou apenas curioso para saber o que é essa doença rara chamada porfiria.
O que é esta doença rara chamada porfiria?,A porfiria é curável?
Que tipo de doenças ou distúrbios podem causar sintomas de hipotireoidismo e artrite idiopática juvenil? Ou um é uma complicação do outro,Existe alguma doença ou distúrbio que pode apresentar sintomas tanto de hipotireoidismo quanto de artrite idiopática juvenil? Essas duas condições estão relacionadas entre si?
Que tipo de doenças ou distúrbios podem causar sintomas de hipotireoidismo e artrite idiopática juvenil? Ou um é uma complicação do outro,Meu sobrinho também tem artrite idiopática juvenil e hipotireoidismo. Precisamos ter algum cuidado especial com sua dieta? Existem alimentos que devemos evitar para ele?
O que pode causar um ducto biliar comum ligeiramente dilatado quando todos os outros órgãos têm boa aparência?,"Consultei meu médico e ele mencionou que meu ducto biliar comum está ligeiramente dilatado. Todos os outros órgãos parecem saudáveis, eu me pergunto qual poderia ser a causa disso?"
O que pode causar um ducto biliar comum ligeiramente dilatado quando todos os outros órgãos têm boa aparência?,O que pode ser feito se o ducto biliar comum estiver dilatado?
Qual tratamento você me sugere para tratar o endométrio e cisto ovariano?,"Condições como endometriose e cisto ovariano podem afetar minhas chances de engravidar, se meu médico me diagnosticar com essas condições?"
Qual tratamento você me sugere para tratar o endométrio e cisto ovariano?,"Acabei de voltar do consultório do nosso médico de família e mencionou que minha filha pode ter endometriose ou cistos ovarianos que estão causando menstruações abundantes e irregulares. Ainda estamos esperando os resultados dos exames e exames de sangue, mas eu queria saber qual tratamento geralmente é sugerido se ela for diagnosticada com essas condições?"
Quando após um voo pode ocorrer trombose venosa profunda?,Como se desenvolve a trombose venosa profunda devido a um vôo longo?
Quando após um voo pode ocorrer trombose venosa profunda?,Quanto tempo geralmente leva para ocorrer trombose venosa profunda após um longo vôo?
"Quando você precisa procurar ajuda médica com MRSA, ele está vermelho, inchado e doendo, tem estado meio sonolento ultimamente e náuseas Eu sou diabético com açúcar alto?",O MRSA pode causar náusea e sonolência? Ou você acha que meu diabetes pode ser a causa desses sintomas?
"Quando você precisa procurar ajuda médica com MRSA, ele está vermelho, inchado e doendo, tem estado meio sonolento ultimamente e náuseas Eu sou diabético com açúcar alto?","Acho que tenho MRSA, tenho lesões vermelhas e inchadas na pele e doem. Também me sinto um pouco sonolento e nauseado. Eu também sou diabético, você acha que eu deveria ir ao médico pessoalmente?"
"Quando como comida, minha garganta fica muito apertada, aparentemente por ter sido torcida por um distúrbio de motilidade. Também tenho espasmos em cadeia e dores no peito. Sem refluxo ácido.","Qual poderia ser a causa do aperto na garganta e da dor no peito, além de refluxo ácido e distúrbio da motilidade?"
"Quando como comida, minha garganta fica muito apertada, aparentemente por ter sido torcida por um distúrbio de motilidade. Também tenho espasmos em cadeia e dores no peito. Sem refluxo ácido.","Sempre que como, sinto um aperto na garganta e tenho espasmos em cadeia e dores no peito. Eu nunca tive refluxo ácido, mas tenho distúrbio de motilidade, mas não tenho certeza se ele pode ser a causa desse desconforto."
Quando é necessário beber água salgada?,Existem condições em que se recomenda beber água salina?
Quando é necessário beber água salgada?,É seguro beber água salgada com histórico de hipertensão?
Se cozinhar com óleo de coco adiciona ou afeta os níveis de colesterol e triglicerídeos?,Estou preocupado com a saúde do meu pai. Ele foi diagnosticado com níveis elevados de colesterol e triglicerídeos. Seu médico sugeriu óleo de coco para cozinhar. Mas ele não gosta do sabor. Existe alguma outra opção de óleo de cozinha além do óleo de cocunut que seja bom para ele controlar altos níveis de colestreol e triglicerídeos?
Se cozinhar com óleo de coco adiciona ou afeta os níveis de colesterol e triglicerídeos?,Meu avô foi diagnosticado com níveis elevados de colesterol e usamos principalmente óleo de coco para cozinhar. Você acha que é bom para a saúde dele ou acha que pode afetar muito os níveis de colesterol e triglicerídeos?
Quais partes do corpo podem ser doadas depois que você morrer?,Alguém pode doar pulmões depois de morrer?
Quais partes do corpo podem ser doadas depois que você morrer?,"Eu quero doar meus órgãos depois de morrer, quais partes do corpo podem ser doadas?"
"Por que toda vez que como a parte superior do estômago acima do umbigo está sempre inchado e cheio? Então, eventualmente, irei liberar gás e fede principalmente","Você acha que comer comida picante pode causar inchaço e plenitude na parte superior do abdômen, juntamente com gases fedorentos?"
"Por que toda vez que como a parte superior do estômago acima do umbigo está sempre inchado e cheio? Então, eventualmente, irei liberar gás e fede principalmente","Tenho lidado com questões relacionadas ao sistema digestivo. Me sinto inchada e saciada depois de comer e tenho um desconforto principalmente na parte superior do abdômen, acima do umbigo e melhora depois de liberar gases e o gás também fede."
Por que devo participar de um ensaio clínico de EM?,"Fui diagnosticado com EM há um ano e estou em tratamento. Recentemente, meu médico compartilhou sobre os ensaios clínicos de MS em minha área e me perguntou se eu estava interessado em me inscrever em ensaios clínicos, mas estou curioso para saber como esses ensaios clínicos de MS são úteis. Eu acho que devo participar desses testes?"
Por que devo participar de um ensaio clínico de EM?,"Minha irmã tem EM e ela encontrou um site onde pessoas com EM podem se inscrever em ensaios clínicos, mas ela não tem certeza se precisa conversar com seu médico sobre isso antes de se inscrever. Você sabe exatamente quais são os requisitos para esses ensaios clínicos?"
O fator 176 RA IgM seria considerado positivo baixo para fator reumatoide. O que seria considerado um nível positivo. Meu nível de ccp está normal.,Existem outros testes necessários para diagnosticar a artrite reumatoide além do fator AR IgM e dos níveis de CCP?
O fator 176 RA IgM seria considerado positivo baixo para fator reumatoide. O que seria considerado um nível positivo. Meu nível de ccp está normal.,"Estou procurando mais esclarecimentos sobre os resultados do meu laboratório. Meus resultados dizem que os níveis de RA IgM são 176, a levela de CCP está normal. Isso significa que é baixo positivo para fator reumatóide e o que é considerado um nível positivo?"
"3 semanas após a remoção do GB.muito náusea, dor e dor de cabeça.realizar um ultrassom amanhã para verificar se há fluidos.é esta a causa?","Meu irmão está sentindo náusea, dor de cabeça e dor um mês após a remoção da vesícula biliar. Pesquisei no Google e li que alguma coleção de fluido ao redor do local operado pode causar sintomas semelhantes. Isso é verdade e um ultrassom ajudará a detectá-lo?"
"3 semanas após a remoção do GB.muito náusea, dor e dor de cabeça.realizar um ultrassom amanhã para verificar se há fluidos.é esta a causa?",Quais são alguns dos efeitos pós-operatórios da remoção da vesícula biliar? Pode-se sentir náusea ou dor um pouco depois da cirurgia?
Um amigo e eu estávamos brincando uma noite e nós dois temos certeza que a única coisa que fizemos foi sexo oral ... Existe alguma maneira de eu estar grávida?,Eu e meu marido podemos fazer sexo oral quando estou grávida?
Um amigo e eu estávamos brincando uma noite e nós dois temos certeza que a única coisa que fizemos foi sexo oral ... Existe alguma maneira de eu estar grávida?,Sexo oral pode causar gravidez?
As alergias ao amaciante são imediatas ou podem aparecer alguns meses após o uso do amaciante?,"Estou usando um novo amaciante há um mês e notei algumas erupções na mão. Mas, também comecei a usar um novo produto para lavar as mãos. Como posso saber se é o amaciante ou a lavagem à mão que está causando a alergia?"
As alergias ao amaciante são imediatas ou podem aparecer alguns meses após o uso do amaciante?,Quais ingredientes em um amaciante de roupas podem causar alergias?
"Existem exames de sangue ou ultra-sons para ver se você tem globus faríngeo? Sinto o que parece ser um nó na garganta diretamente sob o queixo, à direita.",Como o globus pharyngeus pode ser diagnosticado? Pode ocorrer um linfonodo inchado sob o queixo?
"Existem exames de sangue ou ultra-sons para ver se você tem globus faríngeo? Sinto o que parece ser um nó na garganta diretamente sob o queixo, à direita.",Como posso lidar com o Globus Pharyngeus? É muito irritante e parece uma obstrução sob meu queixo.
Às vezes me pica / bate dentro da minha cabeça? É a causa do sono ou frio ou outra coisa?,Não tenho dormido bem nos últimos dias por causa de um resfriado. Isso pode causar uma dor aguda / aguda na cabeça?
Às vezes me pica / bate dentro da minha cabeça? É a causa do sono ou frio ou outra coisa?,O que pode ajudar a tratar a dor aguda na cabeça causada por um resfriado?
Um homem com impotência ou disfunção erétil pode ejacular durante o sono e ter emissões noturnas?,As emissões noturnas ocorrem em homens com disfunção erétil?
Um homem com impotência ou disfunção erétil pode ejacular durante o sono e ter emissões noturnas?,Tenho 27 anos e recentemente fui prescrito um medicamento para a disfunção erétil. Percebo que continuo tendo emissões noturnas. Isso é esperado com a medicação?
Alguém pode se curar da maculopatia solar?,Como a maculopoatia solar é diagnosticada?
Alguém pode se curar da maculopatia solar?,Quais são as opções de tratamento para maculopatia solar?
A gabapentina pode funcionar para as dores de cabeça causadas pelo trimetoprim. Comecei a tomar 100mg de gabapentina diariamente por 4 dias e trimetoprima 200mg duas vezes ao dia.,Antibióticos como trimetoprim e gabapentina podem causar efeitos colaterais importantes? Estou tomando gabapentina para dores de cabeça.
A gabapentina pode funcionar para as dores de cabeça causadas pelo trimetoprim. Comecei a tomar 100mg de gabapentina diariamente por 4 dias e trimetoprima 200mg duas vezes ao dia.,"Fui diagnosticado com uma infecção de urina para a qual recebi 200 mg de trimetoprima, para serem tomados duas vezes ao dia. Tenho dores de cabeça por causa da medicação. Seria seguro tomar gabapentina?"
Ter uma alergia ao leite pode causar a formação de círculos sob os olhos?,"Eu tenho olheiras. A única coisa que comecei a fazer ultimamente é beber leite, isso pode estar causando uma alergia?"
Ter uma alergia ao leite pode causar a formação de círculos sob os olhos?,Quais são alguns dos sintomas da alergia ao leite?
O levantamento de peso pode diminuir seu sistema imunológico? Começou ontem pela 1ª vez em 7 meses e no dia seguinte teve uma afta no lábio,Tive uma afta ontem depois de malhar na academia. Você já ouviu falar de algo assim antes?
O levantamento de peso pode diminuir seu sistema imunológico? Começou ontem pela 1ª vez em 7 meses e no dia seguinte teve uma afta no lábio,"O que pode diminuir meu sistema imunológico, causando herpes labial?"
Você pode me dar sugestões sobre um bom treino abdominal?,Os exercícios abdominais tensionam a parte inferior das costas?
Você pode me dar sugestões sobre um bom treino abdominal?,"Tenho muita gordura na barriga, então queria saber que exercícios abdominais direcionados à barriga seriam úteis."
Você pode usar o creme emla (lidocaína e prilocaína) durante o processo de tatuagem?,Os tatuadores fornecem um creme anestésico local como emla?
Você pode usar o creme emla (lidocaína e prilocaína) durante o processo de tatuagem?,"Quais são algumas maneiras de prevenir a dor durante a tatuagem, além de usar um creme anestésico local?"
Você pode pegar a gripe aviária de um pássaro voando em sua casa?,Posso beber álcool depois de me recuperar da gripe aviária?
Você pode pegar a gripe aviária de um pássaro voando em sua casa?,Como exatamente alguém contrai a gripe aviária?
"Uso diário de metanfetamina por cerca de 6-7 meses. Melhor maneira de ganhar peso, músculos e gordura?",O uso de metanfetamina por um longo prazo leva à perda de peso em termos de músculos e gordura?
"Uso diário de metanfetamina por cerca de 6-7 meses. Melhor maneira de ganhar peso, músculos e gordura?",Perdi muito peso por causa do uso de metanfetamina por cerca de um ano. Há mais alguma coisa que eu possa fazer além de uma alimentação saudável para engordar?
"Tontura e tontura, o que pode causar isso?",Não tenho dormido bem nos últimos dias e isso é irritante. Isso pode estar causando tonturas e desmaios.
"Tontura e tontura, o que pode causar isso?","Meu médico prescreveu medicamentos para pressão alta, que está causando tontura e tontura. Devo pedir uma mudança na medicação?"
"Doutor, qual é o volume médio de espermatozoides dos homens em ml? O do meu marido tem 2ml. É um volume muito baixo? Qual é a média?",Oi doutor. 2ml de volume de esperma seria considerado baixo? Quais são os níveis normais?
"Doutor, qual é o volume médio de espermatozoides dos homens em ml? O do meu marido tem 2ml. É um volume muito baixo? Qual é a média?",O volume do esperma do meu marido está baixo. O que ele pode fazer para melhorar?
Os diuréticos diminuem o apetite e fazem você se sentir instável ao caminhar ou se levantar?,Existem outras opções de tratamento para perda de apetite e instabilidade causada pelo uso de diuréticos?
Os diuréticos diminuem o apetite e fazem você se sentir instável ao caminhar ou se levantar?,Minha avó foi prescrita com diuréticos e ela começou a sentir falta de apetite e instabilidade ao andar. Esses são efeitos colaterais esperados?
Os médicos precisam fazer uma biópsia para ver se tenho eczema vaginal ou apenas um exame pélvico?,Como o médico saberá se eu tenho eczema vaginal? Será feito um exame pélvico ou também será necessária uma biópsia?
Os médicos precisam fazer uma biópsia para ver se tenho eczema vaginal ou apenas um exame pélvico?,"Tive sintomas de eczema vaginal para o qual foi feito um exame pélvico. Os resultados chegaram e meu médico disse que preciso de uma biópsia, isso é normal?"
A tensão muscular causada pelos antipsicóticos vai embora depois que eles são interrompidos? Todos os outros efeitos colaterais vão embora ou o cérebro reconfigura os efeitos de retenção,"Como os antipsicóticos reconfiguram o cérebro para aliviar os sintomas? Eles causam efeitos colaterais, como tensão muscular?"
A tensão muscular causada pelos antipsicóticos vai embora depois que eles são interrompidos? Todos os outros efeitos colaterais vão embora ou o cérebro reconfigura os efeitos de retenção,"Meu irmão parou de tomar medicamentos anti-psicóticos há cerca de uma semana. Ele quer saber quanto tempo levaria para os efeitos colaterais desaparecerem. Ele sempre teve alguma tensão muscular devido à medicação, mas parece persistir."
"Efeito de alimentos saudáveis ​​e junk food, e quais são esses alimentos nutritivos? . E o impacto da junk food, obrigado","Estou com um peso ideal e muito saudável. Eu como principalmente comida saudável, mas me presenteio com junk food uma vez por semana. Tudo bem?"
"Efeito de alimentos saudáveis ​​e junk food, e quais são esses alimentos nutritivos? . E o impacto da junk food, obrigado","Estou tentando perder peso e gostaria que suas sugestões sobre alimentos saudáveis ​​incluíssem e como exatamente isso ajuda a perder peso. Eu costumava comer muita comida lixo, então estou tentando parar com isso. Como exatamente junk food causa efeitos nocivos à saúde?"
Crescimento excessivo de cabelo para uma mulher? Quanto é muito?,"Disseram-me que tenho muito crescimento de cabelo no rosto. Mas noto que muitos outros têm crescimento de cabelo no rosto, então não tenho certeza se é preocupante. Você pode ajudar?"
Crescimento excessivo de cabelo para uma mulher? Quanto é muito?,Quais são algumas condições / doenças que podem causar crescimento excessivo de cabelo em uma mulher?
Sentindo-se mal uma semana antes da minha menstruação e normalmente?,Saí do controle de natalidade há 2 meses e tenho feito sexo sem proteção. Sinto náuseas e quero saber se estou grávida.
Sentindo-se mal uma semana antes da minha menstruação e normalmente?,Estou fazendo anticoncepcional há um mês e minha menstruação é devido em 3 dias. Eu tive algumas náuseas nos últimos 2-3 dias. É por causa do controle de natalidade ou posso estar grávida?
"Nos últimos meses, mais ou menos na mesma época do mês, tenho cólicas mal-humoradas, irritáveis, inchadas e de fadiga. Esses sintomas duram cerca de uma semana?","Percebi que minha irmã tem sintomas como estar mal-humorada, irritada e inchada antes de menstruar. Por que?"
"Nos últimos meses, mais ou menos na mesma época do mês, tenho cólicas mal-humoradas, irritáveis, inchadas e de fadiga. Esses sintomas duram cerca de uma semana?","Existe alguma maneira de prevenir os sintomas da TPM, como irritabilidade, inchaço, mau humor?"
Ovos congelados aos 24-25 anos?,Eu li em algum lugar que algumas mulheres congelam seus óvulos antes dos 30 anos. Isso é verdade e é necessário?
Ovos congelados aos 24-25 anos?,Em que circunstâncias as mulheres escolheriam congelar seus óvulos?
Alguém estudou os aspectos positivos ou negativos da surra?,É verdade que adultos que foram espancados na infância têm maior chance de serem agressivos?
Alguém estudou os aspectos positivos ou negativos da surra?,Você diria que é necessário que um pai dê uma surra em seus filhos?
Ajuda por favor? Eu quero saber quais são os efeitos colaterais de tomar tesboosters aos 16 anos?,É seguro tomar reforços de testosterona antes dos 18?
Ajuda por favor? Eu quero saber quais são os efeitos colaterais de tomar tesboosters aos 16 anos?,Por que um médico prescreveria um reforço de testosterona?
"Ei, meu nível de ferritina é 14,8 ng / ml ... eu preciso tomar suplementos de ferro? Estou pálido e meu nível de MCV é 84,4?",A anemia por deficiência de ferro tem níveis anormais de ferritina e níveis de MCV?
"Ei, meu nível de ferritina é 14,8 ng / ml ... eu preciso tomar suplementos de ferro? Estou pálido e meu nível de MCV é 84,4?",O que significa um MCV de 84 e ferritina de 15? Os suplementos de ferro ajudarão se os níveis forem anormais?
"Olá, docs, é verdade que as pessoas nascem com partes masculinas e femininas?",Eu li em algum lugar que todo feto foi feito para ser uma mulher e depois se tornou uma mulher ou um homem eventualmente. Você pode explicar como isso acontece?
"Olá, docs, é verdade que as pessoas nascem com partes masculinas e femininas?",É possível que algumas pessoas nasçam com cromossomos masculinos e femininos?
"Olá, médicos, estou a tomar comprimidos de citalopram 20 mg e com as pernas frias todo o tempo quaisquer outros medicamentos semelhantes aos efeitos secundários do citalopram, preocupa-me?",Citalopram e Zoloft podem interagir e fazer com que as pernas frias sejam um efeito de sua interação?
"Olá, médicos, estou a tomar comprimidos de citalopram 20 mg e com as pernas frias todo o tempo quaisquer outros medicamentos semelhantes aos efeitos secundários do citalopram, preocupa-me?","Meu amigo quer saber se há algum medicamento que ele possa usar no lugar do citalopram que dê o mesmo efeito, porque ele está sentindo frio nas pernas desde quando começou a tomar a medicação."
"Olá, tenho 18 anos e gostaria de saber o que usaria ou levaria para ficar mais alto?",O hormônio do crescimento ingerido em quantidades mínimas pode aumentar a altura após 21 anos em um homem?
"Olá, tenho 18 anos e gostaria de saber o que usaria ou levaria para ficar mais alto?",Você tem alguma recomendação para aumentar a altura?
"Oi. Fui ao cardiologista, fiz um ECG que mostra alterações de st-t, fiz ecocardiografia e meu coração está bom, mas vi alguma interrupção. Isso é ruim? 27 anos","Você pode me dizer se doenças cardíacas podem passar de família? Tenho um histórico de ansiedade e dor no peito. Fui ao pronto-socorro onde foi feito um ECG. O médico me disse que houve algumas alterações de ST-T que não são muito preocupantes, mas estou preocupado. Alguém pode ter uma doença cardíaca aos 27?"
"Oi. Fui ao cardiologista, fiz um ECG que mostra alterações de st-t, fiz ecocardiografia e meu coração está bom, mas vi alguma interrupção. Isso é ruim? 27 anos","Quais são algumas alterações no ECG que podem ser observadas quando se tem um ataque cardíaco? Tive algumas dores no peito e fui ao cardiologista, ele fez um ECG, mas não explicou muito"
Como posso lidar com enjôos matinais realmente ruins?,Minha irmã está tendo enjoos matinais e está tomando medicamentos. Há mais alguma coisa que você possa sugerir para aliviar a náusea?
Como posso lidar com enjôos matinais realmente ruins?,Quando é que uma mulher tem enjoos matinais durante a gravidez?
Como posso fazer meu olho melhorar?,Como posso ajudar a tratar meu olho e ter uma visão melhor?
Como posso fazer meu olho melhorar?,"Meu olho está muito melhor agora, mas ainda tenho uma coceira leve. Isso é normal após o tratamento?"
"Como posso me livrar de coriza, coceira nos olhos, congestão nasal e espirros frequentes?","Coriza, coceira nos olhos, congestão nasal e espirros frequentes podem ser sintomas de gripe?"
"Como posso me livrar de coriza, coceira nos olhos, congestão nasal e espirros frequentes?","A inalação de vapor ajudaria com congestão, coriza e espirros?"
Como posso fazer meus mamilos invertidos se destacarem?,Há alguma coisa que eu possa tentar em casa para destacar os mamilos invertidos?
Como posso fazer meus mamilos invertidos se destacarem?,Os mamilos invertidos representam um problema de saúde?
Como posso evitar que a dor depile meu rosto?,Raspar o cabelo do rosto pode causar dor?
Como posso evitar que a dor depile meu rosto?,Por que dói quando eu raspo meu rosto? Posso fazer outra coisa além de barbear na direção do crescimento dos pelos?
Como faço para superar meus problemas familiares antes de sair para a faculdade?,Meus problemas familiares podem causar ataques de pânico?
Como faço para superar meus problemas familiares antes de sair para a faculdade?,Você tem alguma sugestão de como posso me comunicar com minha família e resolver algumas disputas?
Qual deve ser a temperatura de cozimento para matar a doença creutzfeldt-jakob?,Como pode Creutzfeldt-Jakob ser morto?
Qual deve ser a temperatura de cozimento para matar a doença creutzfeldt-jakob?,Quais são os sintomas da doença de Creutzfeldt-Jakob?
Qual a probabilidade de um cisto dermóide ser canceroso? Acabei de remover um,Todos os cistos dermóides são cancerosos?
Qual a probabilidade de um cisto dermóide ser canceroso? Acabei de remover um,"Existe alguma chance de um cisto dermóide reaparecer ou se espalhar para outras partes, evoluindo para câncer?"
Quanto tempo dura a bronquite aguda em crianças?,Quanto tempo levaria para as crianças começarem a se sentir melhor depois de apresentarem bronquite aguda?
Quanto tempo dura a bronquite aguda em crianças?,Quais são algumas opções de tratamento para bronquite aguda em crianças?
"Quanto sono uma menina de 13 anos deve ter por noite? Ela é muito ativa e está tentando ter uma barriga mais lisa. Ela pesa 84 libras e tem 4 '11 ""","Minha irmã está tentando perder peso e quer dormir um bom número de horas. Ela tem 14 anos e faz exercícios, come saudável. Cerca de 7 a 8 horas de sono seriam suficientes?"
"Quanto sono uma menina de 13 anos deve ter por noite? Ela é muito ativa e está tentando ter uma barriga mais lisa. Ela pesa 84 libras e tem 4 '11 ""","Minha irmã está tentando perder peso. Ela se alimenta de forma saudável, é ativa, mas não pode perder nada. Fizemos algumas leituras e lemos que não dormir o suficiente à noite pode levar ao ganho de peso. Isso é verdade?"
Como cuidar da recidiva do edema pulmonar?,"O edema pulmonar pode voltar a ocorrer? Posso fazer alguma coisa para evitar que isso aconteça? Mesmo que aconteça, como posso tratá-lo?"
Como cuidar da recidiva do edema pulmonar?,Qual é a diferença entre edema pulmonar e embolia pulmonar?
Estou com uma dor surda no esôfago. Também tem arrotado muito. Me sinto um pouco melhor se eu tomar omeporazale. O que devo fazer?,"Omeprazol me foi prescrito para dores no esôfago e arrotos, e isso me ajuda. Quero saber se o refluxo ácido crônico pode se transformar em câncer."
Estou com uma dor surda no esôfago. Também tem arrotado muito. Me sinto um pouco melhor se eu tomar omeporazale. O que devo fazer?,Eu tomo Omeprazol para arrotos excessivos e dor no esôfago. Você tem alguma sugestão de ajuda além de tomar a medicação?
"Estou lutando para ganhar meio quilo, tenho algum tipo de distúrbio genético?",Eu corro todos os dias e me pergunto se isso poderia estar interferindo no ganho de peso de alguma forma.
"Estou lutando para ganhar meio quilo, tenho algum tipo de distúrbio genético?","Tenho tentado ganhar peso nos últimos 6 meses. Sempre permaneci em algum lugar entre 150-155 libras. Eu também como bem. Mas meu peso não mudou nem um pouco. Minha mãe sempre foi magra, poderia ser essa a razão pela qual eu não estou engordando?"
"Só consigo passar de 1 a 4 horas sem usar o banheiro. Existe alguma maneira de eu conseguir segurar mais, o que fazer?",Como posso controlar a micção frequente?
"Só consigo passar de 1 a 4 horas sem usar o banheiro. Existe alguma maneira de eu conseguir segurar mais, o que fazer?",Eu tenho um problema com a micção frequente. Posso estar com diabetes?
"Se eu tiver astigmatismo, isso pode estar causando dores de cabeça diárias? Eu não uso óculos, mas trabalho em um p.C. O dia todo e muita iluminação.","Eu tenho um trabalho de mesa e acabo trabalhando em um PC o dia todo. Tenho dores de cabeça todos os dias, pode ser um sintoma de astigmatismo?"
"Se eu tiver astigmatismo, isso pode estar causando dores de cabeça diárias? Eu não uso óculos, mas trabalho em um p.C. O dia todo e muita iluminação.",Qual é o tratamento para as dores de cabeça causadas pelo astigmatismo?
"Se eu sofrer os efeitos colaterais da pílula do dia seguinte, devo presumir que funcionaram?","Usei a pílula do dia seguinte e tive alguns efeitos colaterais ruins, como náusea, inchaço. Isso significa que a pílula foi eficaz?"
"Se eu sofrer os efeitos colaterais da pílula do dia seguinte, devo presumir que funcionaram?",Quais são alguns dos efeitos colaterais da pílula do dia seguinte? Irá alterar meu ciclo menstrual regular?
"Se você fez giárdia e a tratou, mas suas enzimas hepáticas aumentaram, o que poderia ser uma indicação?","O aumento das enzimas hepáticas é um efeito residual da giardíase, mesmo que tenha sido tratada com medicamentos?"
"Se você fez giárdia e a tratou, mas suas enzimas hepáticas aumentaram, o que poderia ser uma indicação?","Bebi água de um riacho e li que pode causar giardíase. Estou um pouco preocupado, pois tenho sentido algumas dores abdominais leves no lado direito. Isso pode estar afetando meu fígado?"
Tive muco nas minhas fezes e por conta própria durante 3 semanas e de repente tive náuseas e diarreia com febre e agora voltei a ter muco quando esfregar.,"O muco nas fezes, enjôo, febre e diarreia pode ser significativo para qualquer condição médica?"
Tive muco nas minhas fezes e por conta própria durante 3 semanas e de repente tive náuseas e diarreia com febre e agora voltei a ter muco quando esfregar.,"Tenho sentido náuseas, enjoos, febre e muco nas fezes nas últimas 2 semanas. Posso tomar antibióticos para ver se isso ajuda?"
"Eu tenho um padrão de Homo ANA 1: 160 positivo e RNP de. 3. Dor nas articulações, dormência nos membros, reentrâncias na pele por horas, hematomas. Sem diagnóstico. Mais testes?","Meu amigo tem alguns sintomas como dormência nos membros, dores nas articulações, hematomas e marcas na pele. O médico pediu que ele fizesse um ANA e RNP e os valores são 1: 160 e 3. O médico não está conseguindo tirar uma conclusão sobre o que é e gostaria de sua opinião sobre exames complementares que podem ser feitos."
