perguntas,respostas
O COVID-19 pode ser transmitido através da amamentação?,A transmissão do COVID-19 ativo (vírus que pode causar infecção) através do leite materno e da amamentação não foi detectada até o momento. Não há razão para evitar ou interromper a amamentação. A transmissão de COVID-19 ativo (vírus que pode causar infecção) através do leite materno e da amamentação não foi detectada até o momento. Não há razão para evitar ou interromper a amamentação.
"Nas comunidades onde o COVID-19 é prevalente, as mães devem amamentar?","Sim. Em todos os contextos socioeconômicos, a amamentação melhora a sobrevivência e oferece vantagens de saúde e desenvolvimento ao longo da vida para recém-nascidos e bebês. A amamentação também melhora a saúde das mães. Sim. Em todos os contextos socioeconômicos, a amamentação melhora a sobrevivência e oferece vantagens de saúde e desenvolvimento ao longo da vida para recém-nascidos e bebês. A amamentação também melhora a saúde das mães."
"Após o parto, o bebê ainda deve ser colocado imediatamente pele a pele e amamentado se a mãe for confirmada ou suspeita de ter COVID-19?","Sim. O cuidado pele a pele imediato e continuado, incluindo o cuidado mãe-canguru, melhora o controle da temperatura dos recém-nascidos e está associado a uma maior sobrevida entre os recém-nascidos. Colocar o recém-nascido perto da mãe também permite o início precoce da amamentação, o que também reduz a mortalidade. Os inúmeros benefícios do contato pele a pele e da amamentação superam substancialmente os riscos potenciais de transmissão e doenças associadas ao COVID-19. Sim. O cuidado pele a pele imediato e continuado, incluindo o cuidado mãe-canguru, melhora o controle da temperatura dos recém-nascidos e está associado a uma maior sobrevida entre os recém-nascidos. Colocar o recém-nascido próximo à mãe também permite o início precoce da amamentação, o que também reduz a mortalidade. Os inúmeros benefícios do contato pele a pele e da amamentação superam substancialmente os riscos potenciais de transmissão e doenças associadas ao COVID-19."
Mulheres com COVID-19 confirmado ou suspeito podem amamentar?,"Sim. Mulheres com COVID-19 confirmado ou suspeito podem amamentar se desejarem. Eles devem: Lavar as mãos com freqüência com água e sabão ou usar gel à base de álcool e especialmente antes de tocar no bebê; Usar máscara médica durante qualquer contato com o bebê, inclusive durante a alimentação; Espirrar ou tossir para um lenço de papel. Em seguida, descarte-o imediatamente e lave as mãos novamente; Rotineiramente limpe e desinfete as superfícies que as mães tocaram. É importante substituir as máscaras médicas assim que ficarem úmidas e descartá-las imediatamente. As máscaras não devem ser reutilizadas ou tocadas na frente. Mulheres com COVID-19 confirmado ou suspeito podem amamentar se desejarem. Eles devem: Lavar as mãos com freqüência com água e sabão ou usar gel à base de álcool e especialmente antes de tocar no bebê; Usar máscara médica durante qualquer contato com o bebê, inclusive durante a alimentação; Espirrar ou tossir para um lenço de papel. Em seguida, descarte-o imediatamente e lave as mãos novamente; Limpe e desinfete rotineiramente as superfícies que as mães tocaram. Lave as mãos frequentemente com água e sabão ou use um produto à base de álcool e, especialmente, antes de tocar no bebê; Use uma máscara médica durante qualquer contato com o bebê, inclusive durante a alimentação; Espirrar ou tossir em um lenço de papel. Em seguida, descarte-o imediatamente e lave as mãos novamente; Rotineiramente limpe e desinfete as superfícies que as mães tocaram. É importante substituir as máscaras médicas assim que ficarem úmidas e descartá-las imediatamente. As máscaras não devem ser reutilizadas ou tocadas na frente."
"Se uma mãe com suspeita ou confirmação de COVID-19 não tiver uma máscara facial médica, ela ainda deve amamentar?","Sim. A amamentação inquestionavelmente reduz a mortalidade em recém-nascidos e bebês e oferece inúmeras vantagens ao longo da vida para a saúde e o desenvolvimento do cérebro da criança. Mães com sintomas de COVID-19 são aconselhadas a usar máscara médica, mas mesmo se isso não for possível, a amamentação deve ser continuada. As mães devem seguir outras medidas de prevenção de infecção, como lavar as mãos, limpar superfícies, espirrar ou tossir em um lenço de papel. Máscaras não médicas (por exemplo, máscaras caseiras ou de pano) não foram avaliadas. No momento, não é possível fazer recomendações a favor ou contra seu uso. Sim. A amamentação inquestionavelmente reduz a mortalidade em recém-nascidos e bebês e oferece inúmeras vantagens ao longo da vida para a saúde e o desenvolvimento do cérebro da criança. Mães com sintomas de COVID-19 são aconselhadas a usar máscara médica, mas mesmo se isso não for possível, a amamentação deve ser continuada. As mães devem seguir outras medidas de prevenção de infecção, como lavar as mãos, limpar superfícies, espirrar ou tossir em um lenço de papel. Máscaras não médicas (por exemplo, máscaras caseiras ou de pano) não foram avaliadas. No momento, não é possível fazer uma recomendação a favor ou contra seu uso. Confirmei ou suspeitei de COVID-19 e não estou bem para amamentar meu bebê diretamente. O que eu posso fazer? Se você não está muito bem para amamentar seu bebê devido ao COVID-19 ou outras complicações, você deve ser apoiado para fornecer leite materno ao seu bebê com segurança de uma forma possível, disponível e aceitável para você. Isso pode incluir: Extrair leite; Leite humano doado. Se extrair leite materno ou leite humano doado não for viável, considere amamentar (outra mulher amamenta a criança) ou leite em pó infantil com medidas para garantir que seja viável, preparado corretamente e seguro e sustentável. Se você não está muito bem para amamentar seu bebê devido ao COVID-19 ou outras complicações, você deve receber apoio para fornecer leite materno ao seu bebê com segurança de uma forma possível, disponível e aceitável para você. Isso pode incluir: Extrair leite; Leite humano de doador. Leite humano de doador. Se a extração de leite materno ou leite humano de doador não for viável, considere amamentar (outra mulher amamenta a criança) ou leite em pó infantil com medidas para garantir que é viável, corretamente preparado, seguro e sustentável."
"Eu tinha confirmado ou suspeitado de COVID-19 e não consegui amamentar, quando posso começar a amamentar novamente?",Você pode começar a amamentar quando se sentir bem o suficiente para fazê-lo. Não há intervalo de tempo fixo para esperar após a confirmação ou suspeita de COVID-19. Não há evidências de que a amamentação altere o curso clínico de COVID-19 na mãe. Os profissionais de saúde ou conselheiros de amamentação devem ajudá-la a relactar. Você pode começar a amamentar quando se sentir bem para fazê-lo. Não há intervalo de tempo fixo para esperar após a confirmação ou suspeita de COVID-19. Não há evidências de que a amamentação altere o curso clínico de COVID-19 na mãe. Os profissionais de saúde ou conselheiros de amamentação devem ajudá-la a relactar.
"Confirmei ou suspeitei de COVID-19, é mais seguro dar leite em pó infantil ao meu bebê?","Não. Sempre há riscos associados ao fornecimento de leite em pó infantil a recém-nascidos e bebês em todos os ambientes. Os riscos associados ao fornecimento de leite em pó infantil aumentam sempre que as condições domiciliares e comunitárias são comprometidas, como acesso reduzido a serviços de saúde se um bebê adoece, acesso reduzido a água potável e / ou acesso a suprimentos de leite em pó infantil são difíceis ou não garantidos, acessível e sustentável. Os inúmeros benefícios da amamentação superam substancialmente os riscos potenciais de transmissão e doenças associadas ao vírus COVID-19. Sempre há riscos associados ao fornecimento de leite em pó infantil a recém-nascidos e bebês em todos os ambientes. Os riscos associados ao fornecimento de leite em pó infantil aumentam sempre que as condições domiciliares e comunitárias são comprometidas, como acesso reduzido a serviços de saúde se um bebê adoece, acesso reduzido a água potável e / ou acesso a suprimentos de leite em pó infantil são difíceis ou não garantidos, acessível e sustentável. Os inúmeros benefícios da amamentação superam substancialmente os riscos potenciais de transmissão e doenças associadas ao vírus COVID-19."
As crianças devem usar máscara?,"A OMS recomenda que as pessoas sempre consultem e cumpram as autoridades locais sobre as práticas recomendadas em sua área. Um grupo internacional e multidisciplinar de especialistas reunido pela OMS revisou as evidências sobre a doença e transmissão de COVID-19 em crianças e as evidências disponíveis limitadas sobre o uso de máscaras por crianças. Com base neste e em outros fatores, como as necessidades psicossociais das crianças e marcos de desenvolvimento, a OMS e a UNICEF aconselham o seguinte: Crianças com 5 anos ou menos não devem ser obrigadas a usar máscaras. Isso se baseia na segurança e no interesse geral da criança e na capacidade de usar uma máscara de maneira adequada com o mínimo de assistência. A OMS e o UNICEF aconselham que a decisão de usar máscaras para crianças de 6 a 11 anos deve ser baseada nos seguintes fatores: Se há transmissão generalizada na área onde a criança reside; A capacidade da criança de usar uma máscara de forma segura e adequada; Acesso a máscaras; bem como lavagem e substituição de máscaras em certos ambientes (como escolas e creches) Supervisão adulta adequada e instruções para a criança sobre como colocar, tirar e usar máscaras com segurança Impacto potencial do uso de máscara na aprendizagem e no desenvolvimento psicossocial, em consulta com professores, pais / encarregados de educação e / ou prestadores de serviços médicos. Configurações e interações específicas que a criança tem com outras pessoas que correm alto risco de desenvolver doenças graves, como idosos e pessoas com outras condições de saúde subjacentes. A OMS e a UNICEF aconselham as crianças com idade Os maiores de 12 anos devem usar máscara nas mesmas condições que os adultos, especialmente quando não podem garantir pelo menos 1 metro de distância nce de outras pessoas e há uma transmissão generalizada na área. Mais sobre os tipos de máscaras, como escolhê-las e como usá-las, está disponível aqui: https://www.who.int/emergencies/diseases/novel-coronavirus -2019 / conselho-para-público / máscaras-quando-e-como-usarWHO informa que as pessoas sempre consultam e cumprem as autoridades locais sobre as práticas recomendadas em sua área. Um grupo internacional e multidisciplinar de especialistas reunido pela OMS revisou as evidências sobre a doença e transmissão de COVID-19 em crianças e as evidências disponíveis limitadas sobre o uso de máscaras por crianças. Com base neste e em outros fatores, como as necessidades psicossociais das crianças e marcos de desenvolvimento, a OMS e a UNICEF aconselham o seguinte: Crianças com 5 anos ou menos não devem ser obrigadas a usar máscaras. Isso se baseia na segurança e no interesse geral da criança e na capacidade de usar uma máscara de maneira adequada com o mínimo de assistência. A OMS e o UNICEF aconselham que a decisão de usar máscaras para crianças de 6 a 11 anos deve ser baseada nos seguintes fatores: Se há transmissão generalizada na área onde a criança reside; A capacidade da criança de usar uma máscara de forma segura e adequada; Acesso a máscaras; bem como lavagem e substituição de máscaras em certos ambientes (como escolas e creches) Supervisão adulta adequada e instruções para a criança sobre como colocar, tirar e usar máscaras com segurança Impacto potencial do uso de máscara na aprendizagem e no desenvolvimento psicossocial, em consulta com professores, pais / encarregados de educação e / ou prestadores de serviços médicos. Configurações e interações específicas que a criança tem com outras pessoas que estão em alto risco de desenvolver doenças graves, como idosos e aqueles com outras condições de saúde subjacentes. Se há transmissão generalizada no área onde a criança reside A capacidade da criança de usar uma máscara de forma segura e adequada Acesso a máscaras, bem como lavagem colocação e substituição de máscaras em certos ambientes (como escolas e creches) Supervisão adulta adequada e instruções para a criança sobre como colocar, tirar e usar máscaras com segurança Impacto potencial do uso de máscara na aprendizagem e desenvolvimento psicossocial, em consulta com professores, pais / encarregados de educação e / ou prestadores de serviços médicos. Configurações e interações específicas que a criança tem com outras pessoas que correm alto risco de desenvolver doenças graves, como idosos e pessoas com outras condições de saúde subjacentes. A OMS e o UNICEF aconselham as crianças com 12 anos ou mais devem usar máscara nas mesmas condições que os adultos, em particular quando não podem garantir uma distância de pelo menos 1 metro de outras pessoas e há transmissão generalizada na área. Mais sobre os tipos de máscaras, como escolhê-las e como usá-los está disponível aqui: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-maskshttps://www.who. int / emergências / doenças / novel-coronavirus-2019 / conselho-para-público / máscaras quando e como usar"
Existem situações em que crianças com 5 anos ou menos podem usar ou ser obrigadas a usar uma máscara?,"Em geral, crianças com 5 anos ou menos não devem ser obrigadas a usar máscaras. Este conselho é baseado na segurança e no interesse geral da criança e na capacidade de usar uma máscara apropriadamente com o mínimo de assistência. Pode haver requisitos locais para crianças de 5 anos ou menos usarem máscaras, ou necessidades específicas em alguns ambientes, como estar fisicamente perto de alguém que está doente. Nessas circunstâncias, se a criança usar máscara, um dos pais ou outro responsável deve estar na linha de visão direta para supervisionar o uso seguro da máscara. Em geral, crianças com 5 anos ou menos não devem ser obrigadas a usar máscaras. Este conselho é baseado na segurança e no interesse geral da criança e na capacidade de usar uma máscara apropriadamente com o mínimo de assistência. Pode haver requisitos locais para crianças de 5 anos ou menos usarem máscaras, ou necessidades específicas em alguns ambientes, como estar fisicamente perto de alguém que está doente. Nessas circunstâncias, se a criança usar máscara, um dos pais ou outro responsável deve estar na linha de visão direta para supervisionar o uso seguro da máscara."
As crianças com deficiência de desenvolvimento devem usar máscaras?,"O uso de máscaras para crianças de qualquer idade com distúrbios de desenvolvimento, deficiências ou outras condições de saúde específicas não deve ser obrigatório e deve ser avaliado caso a caso pelos pais da criança, tutor, educador e / ou médico. Em qualquer caso, as crianças com deficiências cognitivas ou respiratórias graves com dificuldades em tolerar uma máscara não devem ser obrigadas a usar máscaras. O uso de máscaras para crianças de qualquer idade com distúrbios do desenvolvimento, deficiências ou outras condições de saúde específicas não deve ser obrigatório e avaliado caso a caso, pelos pais, responsáveis, educadores e / ou profissionais de saúde da criança. Em qualquer caso, as crianças com deficiências cognitivas ou respiratórias graves com dificuldade em tolerar uma máscara não devem ser obrigadas a usar máscaras."
As crianças que têm problemas de saúde ou problemas médicos que comprometem o sistema imunológico devem usar máscara?,"Crianças com problemas de saúde subjacentes, como fibrose cística ou câncer, devem usar uma máscara médica em consulta com seus médicos. Uma máscara médica oferece proteção à pessoa que a usa e evita a transmissão a outras pessoas. É recomendado para qualquer pessoa com problemas de saúde subjacentes que os coloquem em maior risco de doenças graves. Crianças com problemas de saúde subjacentes, como fibrose cística ou câncer, devem usar uma máscara médica em consulta com seus médicos. Uma máscara médica oferece proteção à pessoa que a usa e evita a transmissão a outras pessoas. É recomendado para quem tem problemas de saúde subjacentes que os colocam em maior risco de doenças graves."
Que tipo de máscara as crianças devem usar?,"Crianças com boa saúde em geral podem usar máscaras não médicas ou de tecido. Isso fornece controle de origem, o que significa que evita que o vírus seja transmitido a outras pessoas se elas estiverem infectadas e não souberem que estão infectadas. O adulto que está fornecendo a máscara deve garantir que a máscara de tecido seja do tamanho correto e cubra suficientemente o nariz, a boca e o queixo da criança. Crianças com problemas de saúde subjacentes, como fibrose cística, câncer ou imunossupressão, devem, em consulta com seus médicos, usar uma máscara médica. Uma máscara médica controla a propagação do vírus e a proteção ao usuário, e é recomendada para qualquer pessoa que esteja em alto risco de adoecer gravemente por causa do COVID-19. Crianças em boa saúde em geral podem usar uma máscara não médica ou de tecido. Isso fornece controle de origem, o que significa que evita que o vírus seja transmitido a outras pessoas se elas estiverem infectadas e não souberem que estão infectadas. O adulto que está fornecendo a máscara deve garantir que a máscara de tecido tenha o tamanho correto e cubra suficientemente o nariz, a boca e o queixo da criança. Crianças com problemas de saúde subjacentes, como fibrose cística, câncer ou imunossupressão, devem consultar seu médico prestadores de serviços, use uma máscara médica. Uma máscara médica controla a propagação do vírus e protege o usuário, e é recomendada para qualquer pessoa que esteja em maior risco de adoecer gravemente devido ao COVID-19."
Como as crianças devem usar máscara?,"As crianças devem seguir os mesmos princípios que os adultos para usar máscaras. Isso inclui lavar as mãos por pelo menos 20 segundos, se usar um gel à base de álcool, ou pelo menos 40 segundos, se usar água e sabão, antes de colocar a máscara. Certifique-se de que a máscara é do tamanho certo para cobrir o nariz, a boca e o queixo. As crianças devem ser ensinadas a usar a máscara de maneira adequada, incluindo não tocar na parte frontal da máscara e não puxá-la sob o queixo ou na boca. Eles devem armazenar a máscara em uma bolsa ou recipiente e não compartilhar a máscara com outras pessoas. Mais informações, incluindo vídeos sobre como colocar, tirar e cuidar de uma máscara, podem ser encontradas aqui: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/ Quando-e-como-usar-máscarasCrianças devem seguir os mesmos princípios que os adultos para usar máscaras. Isso inclui lavar as mãos por pelo menos 20 segundos, se usar um gel à base de álcool, ou pelo menos 40 segundos, se usar água e sabão, antes de colocar a máscara. Certifique-se de que a máscara é do tamanho certo para cobrir o nariz, a boca e o queixo. As crianças devem ser ensinadas a usar a máscara de maneira adequada, incluindo não tocar na parte frontal da máscara e não puxá-la sob o queixo ou na boca. Eles devem armazenar a máscara em uma bolsa ou recipiente e não compartilhar a máscara com outras pessoas. Mais informações, incluindo vídeos sobre como colocar, tirar e cuidar de uma máscara, podem ser encontradas aqui: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/ when-and-how-to-use-maskshttps: //www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks"
Uma criança deve usar máscara em casa?,"Qualquer criança com sintomas sugestivos de COVID-19 deve usar máscara médica, desde que possam tolerar. A criança deve ser isolada e procurar orientação médica assim que começar a sentir indisposição, mesmo que os sintomas sejam leves. Os membros da família / cuidadores que chegarem a 1 metro da criança doente em casa também devem usar máscara. Um membro da família doente ou com teste positivo para o vírus que causa COVID-19 deve ser isolado de todas as outras pessoas, se possível. Se a criança chegar a 1 metro da pessoa doente em casa, o adulto e a criança devem usar máscara médica durante esse período. Qualquer criança com sintomas sugestivos de COVID-19 deve usar máscara médica, desde que possam tolerar isso . A criança deve ser isolada e procurar orientação médica assim que começar a sentir indisposição, mesmo que os sintomas sejam leves. Os membros da família / cuidadores que chegarem a 1 metro da criança doente em casa também devem usar máscara. Um membro da família doente ou com teste positivo para o vírus que causa COVID-19 deve ser isolado de todas as outras pessoas, se possível. Se a criança chegar a 1 metro da pessoa doente em casa, o adulto e a criança devem usar máscara médica durante esse período."
Os professores ou outros adultos que trabalham com crianças devem usar máscara?,"Em áreas onde a transmissão é generalizada, todos os adultos com menos de 60 anos e com boa saúde em geral devem usar máscaras de tecido quando não puderem garantir pelo menos 1 metro de distância de outras pessoas. Isso é particularmente importante para adultos que trabalham com crianças e que podem ter contato próximo com elas e entre si. Adultos com 60 anos ou mais, ou que tenham quaisquer condições de saúde subjacentes, como doenças cardíacas, diabetes ou câncer de pulmão, devem usar uma máscara médica devido ao maior risco de adoecer gravemente devido ao COVID-19. Mais informações, incluindo vídeos sobre como colocar, tirar e cuidar de uma máscara, podem ser encontradas aqui: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/ Quando-e-como-usar-máscaras Em áreas onde há transmissão generalizada, todos os adultos com menos de 60 anos e que estão em boas condições de saúde devem usar máscaras de tecido quando não podem garantir uma distância de pelo menos 1 metro de outras pessoas. Isso é particularmente importante para adultos que trabalham com crianças e que podem ter contato próximo com elas e entre si. Adultos com 60 anos ou mais, ou que tenham quaisquer condições de saúde subjacentes, como doenças cardíacas, diabetes ou câncer de pulmão, devem usar uma máscara médica devido ao maior risco de adoecer gravemente devido ao COVID-19. Mais informações, incluindo vídeos sobre como colocar, tirar e cuidar de uma máscara, podem ser encontradas aqui: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/ when-and-how-to-use-maskshttps: //www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks"
As crianças devem usar máscara ao praticar esportes ou atividades físicas?,"As crianças não devem usar máscara durante a prática de esportes ou atividades físicas, como correr, pular ou brincar no parquinho, para que isso não comprometa sua respiração. Ao organizar essas atividades para crianças, é importante incentivar todas as outras medidas críticas de saúde pública: manter pelo menos 1 metro de distância das outras crianças, limitar o número de crianças brincando juntas, fornecer acesso a instalações de higiene das mãos e estimular seu uso. Crianças não deve usar máscara durante a prática de esportes ou atividades físicas, como correr, pular ou brincar no parquinho, para não comprometer a respiração. Ao organizar essas atividades para crianças, é importante encorajar todas as outras medidas críticas de saúde pública: manter pelo menos 1 metro de distância das outras crianças, limitar o número de crianças brincando juntas, fornecer acesso a instalações de higiene das mãos e estimular seu uso."
"Existem alternativas às máscaras de tecido, como protetores faciais?","No contexto do COVID-19, algumas crianças podem não conseguir usar uma máscara devido a deficiências ou situações específicas, como aulas de fala, em que o professor precisa ver sua boca. Nesses casos, as proteções faciais podem ser consideradas uma alternativa às máscaras, mas não fornecem a proteção equivalente para impedir que o vírus seja transmitido a outras pessoas. Se for tomada a decisão de usar uma proteção facial, ela deve cobrir todo o rosto, envolver as laterais do rosto e estender-se abaixo do queixo. Deve-se ter cuidado ao usar uma máscara para evitar ferimentos que possam quebrá-la e prejudicar os olhos ou rosto. No contexto do COVID-19, algumas crianças podem não ser capazes de usar uma máscara devido a deficiências ou situações específicas, como aulas de discurso onde o professor precisa ver suas bocas. Nesses casos, as proteções faciais podem ser consideradas uma alternativa às máscaras, mas não fornecem a proteção equivalente para impedir que o vírus seja transmitido a outras pessoas. Se for tomada a decisão de usar uma proteção facial, ela deve cobrir todo o rosto, envolver as laterais do rosto e estender-se abaixo do queixo. Deve-se ter cuidado ao usar um para evitar ferimentos que possam quebrá-lo e prejudicar os olhos ou o rosto."
Quais áreas devem ser priorizadas para desinfecção em ambientes não relacionados à saúde?,"As práticas de desinfecção são importantes para reduzir o potencial de contaminação pelo vírus COVID-19 em ambientes não relacionados à saúde, como em casa, escritório, escolas, ginásios, edifícios acessíveis ao público, centros comunitários religiosos, mercados, transporte e ambientes comerciais ou restaurantes . Superfícies de alto contato nessas configurações não relacionadas à saúde devem ser identificadas para desinfecção prioritária, como maçanetas de portas e janelas, áreas de cozinha e preparação de alimentos, bancadas, superfícies de banheiro, vasos sanitários e torneiras, dispositivos pessoais com tela de toque, teclados de computadores pessoais e trabalho superfícies."
Quais desinfetantes de superfície são eficazes contra COVID-19 em ambientes não relacionados à saúde?,"Em ambientes não relacionados à saúde, o hipoclorito de sódio (alvejante / cloro) pode ser usado em uma concentração recomendada de 0,1% ou 1.000 ppm (1 parte de alvejante doméstico a 5% para 49 partes de água). Álcool a 70-90% também pode ser usado para desinfecção de superfícies. As superfícies devem ser limpas com água e sabão ou detergente primeiro para remover a sujeira, seguido de desinfecção. A limpeza deve sempre começar da área menos suja (mais limpa) para a área mais suja (mais suja), a fim de não espalhar a sujeira nas áreas menos sujas. Todas as soluções desinfetantes devem ser armazenadas em recipientes opacos, em uma área coberta e bem ventilada que não seja exposta à luz solar direta e idealmente deve ser preparada de fresco todos os dias. Em espaços internos, a aplicação rotineira de desinfetantes em superfícies por meio de pulverização não é recomendada para COVID-19. Se desinfetantes forem aplicados, eles devem ser aplicados com um pano ou lenço umedecido no desinfetante. Em ambientes não relacionados à saúde, o hipoclorito de sódio (alvejante / cloro) pode ser usado em uma concentração recomendada de 0,1% ou 1.000 ppm ( 1 parte de alvejante doméstico com 5% de concentração para 49 partes de água). Álcool a 70-90% também pode ser usado para desinfecção de superfícies. As superfícies devem ser limpas com água e sabão ou detergente primeiro para remover a sujeira, seguido de desinfecção. A limpeza deve sempre começar da área menos suja (mais limpa) para a área mais suja (mais suja), a fim de não espalhar a sujeira nas áreas menos sujas. Todas as soluções desinfetantes devem ser armazenadas em recipientes opacos, em uma área coberta e bem ventilada, que não seja exposta à luz solar direta e, idealmente, deve ser preparada na hora todos os dias."
Que medidas de proteção as pessoas devem tomar ao usar desinfetantes?,"É importante reduzir o risco ao usar desinfetantes: O desinfetante e sua concentração devem ser cuidadosamente selecionados para evitar danos às superfícies e para evitar ou minimizar os efeitos tóxicos nos membros da família (ou usuários de espaços públicos). Evite combinar desinfetantes, como alvejantes e amônia, pois as misturas podem causar irritação respiratória e liberar gases potencialmente fatais. Manter crianças, animais domésticos e outras pessoas afastados durante a aplicação do produto até que esteja seco e sem odor. Abra as janelas e use ventiladores para ventilar. Afaste-se dos odores se eles se tornarem muito fortes. As soluções desinfetantes devem ser sempre preparadas em áreas bem ventiladas. Lave as mãos após usar qualquer desinfetante, incluindo lenços umedecidos. Mantenha as tampas bem fechadas quando não estiver em uso. Derramamentos e acidentes são mais prováveis ​​de acontecer quando os contêineres estão abertos. Não permita que crianças usem lenços desinfetantes. Mantenha os líquidos de limpeza e desinfetantes fora do alcance de crianças e animais de estimação. Jogue fora itens descartáveis, como luvas e máscaras, se forem usados ​​durante a limpeza. Não limpe e reutilize. Não use lenços desinfetantes para limpar as mãos ou como lenços umedecidos. O equipamento de proteção individual mínimo recomendado para a desinfecção em ambientes não relacionados à saúde é luvas de borracha, aventais impermeáveis ​​e sapatos fechados. Também podem ser necessárias proteção para os olhos e máscaras médicas para proteger contra produtos químicos em uso ou se houver risco de respingos. Nota: Onde a limpeza e desinfecção não são possíveis regularmente devido a limitações de recursos, lavagem frequente das mãos e evitar tocar o rosto devem ser as abordagens de prevenção primária para reduzir qualquer transmissão potencial associada à contaminação da superfície. É importante reduzir o risco ao usar desinfetantes: O desinfetante e sua concentração devem ser cuidadosamente selecionados para evitar danos às superfícies e evitar ou minimizar os efeitos tóxicos nos membros da família (ou usuários de espaços públicos). Evite combinar desinfetantes, como alvejante e amônia, pois as misturas podem causar irritação respiratória e liberar gases potencialmente fatais. Mantenha crianças, animais de estimação e outras pessoas afastados durante a aplicação do produto até que esteja seco e ali não tem cheiro. Abra as janelas e use ventiladores para ventilar. Afaste-se dos odores se eles se tornarem muito fortes. As soluções desinfetantes devem ser sempre preparadas em áreas bem ventiladas. Lave as mãos após usar qualquer desinfetante, incluindo lenços umedecidos. Mantenha as tampas bem fechadas quando não estiver em uso. Derramamentos e acidentes são mais prováveis ​​de acontecer quando os contêineres estão abertos. Não permita que crianças usem lenços desinfetantes. Mantenha os líquidos de limpeza e desinfetantes fora do alcance de crianças e animais de estimação. Jogue fora itens descartáveis, como luvas e máscaras, se forem usados ​​durante a limpeza. Não limpe e reutilize. Não use lenços desinfetantes para limpar as mãos ou como lenços umedecidos. O equipamento de proteção individual mínimo recomendado para a desinfecção em ambientes não relacionados à saúde é luvas de borracha, aventais impermeáveis ​​e sapatos fechados. Proteção para os olhos e máscaras médicas também podem ser necessárias para proteger contra produtos químicos em uso ou se houver risco de respingos. O desinfetante e sua concentração devem ser cuidadosamente selecionados para evitar danos às superfícies e para evitar ou minimizar os efeitos tóxicos nos membros da família (ou usuários de espaços públicos). Evite combinar desinfetantes, como água sanitária e amônia, pois as misturas podem causar irritação respiratória e liberar gases potencialmente fatais. Mantenha crianças, animais de estimação e outras pessoas afastados durante a aplicação do produto até que esteja seco e sem odor . Abra as janelas e use ventiladores para ventilar. Afaste-se dos odores se eles se tornarem muito fortes. As soluções desinfetantes devem ser sempre preparadas em áreas bem ventiladas. Lave as mãos após usar qualquer desinfetante, incluindo lenços umedecidos. Mantenha as tampas bem fechadas quando não estiver em uso. Derramamentos e acidentes são mais prováveis ​​de acontecer quando os contêineres estão abertos. Não permita que crianças usem lenços desinfetantes. Mantenha os líquidos de limpeza e desinfetantes fora do alcance de crianças e animais de estimação. Jogue fora itens descartáveis, como luvas e máscaras, se forem usados ​​durante a limpeza. Não limpe e reutilize. Não use lenços desinfetantes para limpar as mãos ou como lenços umedecidos. O equipamento de proteção individual mínimo recomendado para a desinfecção em ambientes não relacionados à saúde é luvas de borracha, aventais impermeáveis ​​e sapatos fechados. Também podem ser necessárias proteção para os olhos e máscaras médicas para proteger contra produtos químicos em uso ou se houver risco de respingos. Nota: Onde a limpeza e desinfecção não são possíveis regularmente devido a limitações de recursos, lavagem frequente das mãos e evitar tocar o rosto devem ser as abordagens de prevenção primária para reduzir qualquer transmissão potencial associada à contaminação da superfície."
"Qual é a orientação para a desinfecção de espaços externos, como feiras livres, estradas?","Em espaços ao ar livre, a pulverização em larga escala ou fumigação em áreas como ruas ou mercados abertos para o vírus COVID-19 ou outros patógenos não é recomendada. Ruas e calçadas não são consideradas vias de infecção para COVID-19. Pulverizar desinfetantes, mesmo ao ar livre, pode ser nocivo para a saúde das pessoas e causar irritação ou danos aos olhos, respiratórios ou pele. Esta prática será ineficaz, pois a presença de sujeira ou lixo, por exemplo, inativa o desinfetante e a limpeza manual para remover fisicamente toda a matéria não é viável. Isso é ainda menos eficaz em superfícies porosas, como calçadas e passagens não pavimentadas. Mesmo na ausência de sujeira ou lixo, é improvável que a pulverização química cubra adequadamente as superfícies, permitindo o tempo de contato necessário para inativar os patógenos. Em espaços ao ar livre, pulverização em grande escala ou fumigação em áreas como ruas ou mercados abertos para o COVID 19 vírus ou outros patógenos não é recomendado. Ruas e calçadas não são consideradas vias de infecção para COVID-19. Pulverizar desinfetantes, mesmo ao ar livre, pode ser nocivo para a saúde das pessoas e causar irritação ou danos aos olhos, respiratórios ou pele. Esta prática será ineficaz, pois a presença de sujeira ou lixo, por exemplo, inativa o desinfetante e a limpeza manual para remover fisicamente toda a matéria não é viável. Isso é ainda menos eficaz em superfícies porosas, como calçadas e passagens não pavimentadas. Mesmo na ausência de sujeira ou lixo, é improvável que a pulverização química cubra adequadamente as superfícies, permitindo o tempo de contato necessário para inativar os patógenos."
